GO_term,description,source,sink,avg_pvalue,avg_pvalue_adj,avg_qvalue
IL18,TRAF2,GO:0002726,positive regulation of T cell cytokine production,0.0791304324606602,0.190352113336619,0.127474608499189
ADAM10,ADAM17,GO:0140131,positive regulation of lymphocyte chemotaxis,0.0405683586718216,0.118235809554652,0.0791799117402518
MTR,MTHFD1L,GO:0042558,pteridine-containing compound metabolic process,0.061381639276811,0.160419390592233,0.107429324807446
CAMK1,GSK3B,GO:0046825,regulation of protein export from nucleus,0.0492267947051776,0.135373685439238,0.0906567689214068
GHRL,SLC6A3,GO:0040018,positive regulation of multicellular organism growth,0.130522799952544,0.265824673063972,0.17801691577929
PTK2B,WDPCP,GO:2000114,regulation of establishment of cell polarity,0.209207991031638,0.363646908939428,0.243526307832571
CD55,PRKCQ,GO:0046641,positive regulation of alpha-beta T cell proliferation,0.0703320634949952,0.174822026292787,0.117074452014612
IL18,LOXL3,GO:0043370,regulation of CD4-positive alpha-beta T cell differentiation,0.698263423893651,0.771110909772798,0.51639595489498
NUP62,PSEN1,GO:0042059,negative regulation of epidermal growth factor receptor signaling pathway,0.0884467888302084,0.205975942160881,0.137937541784879
GABRA4,GABRA2,GO:0007214,gamma-aminobutyric acid signaling pathway,0.0295425265634473,0.0950260428903903,0.0636368433339024
TSKU,SQSTM1,GO:0097009,energy homeostasis,0.134553165732954,0.271779878438334,0.182004985364242
SOD2,TP53,GO:0010661,positive regulation of muscle cell apoptotic process,0.0680394336570113,0.17092479797262,0.114464564235395
CHRM3,CHRNA2,GO:0007271,synaptic transmission cholinergic,0.0386210892145194,0.114083137278961,0.0763989587826508
NAV2,PLXNA4,GO:0021783,preganglionic parasympathetic fiber development,0.00246636519602111,0.0162612882078838,0.0108898257637243
IL1A,SHARPIN,GO:0031424,keratinization,0.908230791245796,0.92597764917607,0.620106791769521
TYW1,PNP,GO:1901659,glycosyl compound biosynthetic process,0.341618220755253,0.507222621398381,0.339675793198837
CREB3L1,AGT,GO:0070278,extracellular matrix constituent secretion,0.0547889763815444,0.146701092073381,0.0982424831049156
MRPS30,MRPL58,GO:0032543,mitochondrial translation,0.96998580261197,0.975112752293295,0.653011485726657
PPARD,DAG1,GO:0043403,skeletal muscle tissue regeneration,0.232874995513615,0.389733458287901,0.260995894100892
ATF7IP,DNMT3A,GO:0140718,facultative heterochromatin formation,0.142136514987882,0.285240603256825,0.191019335645282
VIPR2,NOS3,GO:0051349,positive regulation of lyase activity,0.209161026137113,0.363646908939428,0.243526307832571
TREM2,GSTP1,GO:0032873,negative regulation of stress-activated MAPK cascade,0.636007238476563,0.732259066209298,0.490377732869934
LDLR,GRN,GO:0150079,negative regulation of neuroinflammatory response,0.0241002823399399,0.0846236305238033,0.056670577393199
GHRL,TP53,GO:0048512,circadian behavior,0.318941623589197,0.481097139651885,0.322180134762947
GSK3B,TGFB2,GO:0010923,negative regulation of phosphatase activity,0.205530710315188,0.360657460719747,0.241524340348456
SMC2,CENPE,GO:0051383,kinetochore organization,0.433480431904411,0.605783509482912,0.405679844331644
FCER1G,SPI1,GO:0002283,neutrophil activation involved in immune response,0.115677385674952,0.248882903573983,0.166671386721776
LOXL3,SH3RF1,GO:0043370,regulation of CD4-positive alpha-beta T cell differentiation,0.698263423893651,0.771110909772798,0.51639595489498
ADAMTS18,PRKCQ,GO:0090330,regulation of platelet aggregation,0.296044238190574,0.455976182960194,0.305357184582534
SMARCC1,CDON,GO:0045663,positive regulation of myoblast differentiation,0.304326676558458,0.467633590041353,0.313163892781032
RYR2,LRRK2,GO:0070972,protein localization to endoplasmic reticulum,0.556097141460226,0.684492078187762,0.458389235392826
TREM2,FANCD2,GO:0023035,CD40 signaling pathway,0.0767841761331909,0.186304322008763,0.124763891997227
SALL1,WNT7B,GO:0003338,metanephros morphogenesis,0.331534763830816,0.496628294600227,0.332581006399602
PPARG,LRRK2,GO:0090140,regulation of mitochondrial fission,0.0386210892145194,0.114083137278961,0.0763989587826508
VEGFA,ADNP,GO:0045773,positive regulation of axon extension,0.0902935518491075,0.208411621264863,0.139568662316022
CNGB1,VEGFA,GO:0042461,photoreceptor cell development,0.392350542374632,0.562025946997286,0.376376370632511
RAPGEF2,ZSWIM6,GO:0021872,forebrain generation of neurons,0.232574215644313,0.389733458287901,0.260995894100892
ADAM10,APOD,GO:2000404,regulation of T cell migration,0.197756158695495,0.349007360648242,0.233722525493029
HIP1R,RDX,GO:0032272,negative regulation of protein polymerization,0.590119655594155,0.707759456750028,0.473970885215553
PTN,IL6,GO:0072574,hepatocyte proliferation,0.0108291573008633,0.0479567768000515,0.0321155948327132
TREM2,GRN,GO:0150079,negative regulation of neuroinflammatory response,0.0241002823399399,0.0846236305238033,0.056670577393199
ZNF366,SRC,GO:0033146,regulation of intracellular estrogen receptor signaling pathway,0.0680394336570113,0.17092479797262,0.114464564235395
MAPK7,VEGFA,GO:0036003,positive regulation of transcription from RNA polymerase II promoter in response to stress,0.00560063863233742,0.0300194230693286,0.020103344985548
CHST1,CHI3L1,GO:1901071,glucosamine-containing compound metabolic process,0.209207991031638,0.363646908939428,0.243526307832571
CHAT,CHRM1,GO:0007274,neuromuscular synaptic transmission,0.0703320634949952,0.174822026292787,0.117074452014612
SCARB1,SLC19A1,GO:0035461,vitamin transmembrane transport,0.129999096096003,0.26576791629058,0.17797890702099
CNN2,TLR2,GO:0050765,negative regulation of phagocytosis,0.411111116324451,0.580577519005739,0.388799948902115
MSX2,ALDH1A2,GO:0035136,forelimb morphogenesis,0.232874995513615,0.389733458287901,0.260995894100892
CTSH,ACE,GO:0043171,peptide catabolic process,0.055110272832348,0.146761593775756,0.098282999759491
MC1R,TACR3,GO:0060259,regulation of feeding behavior,0.0255613833357577,0.0875711308237231,0.0586444532814014
MTMR2,TENM4,GO:0032288,myelin assembly,0.0471770700875902,0.131515841719353,0.0880732561396295
VCP,XRCC3,GO:0036297,interstrand cross-link repair,0.261030618454693,0.418216447393715,0.280070323176074
RNF6,ARIH2,GO:0070936,protein K48-linked ubiquitination,0.633349743386721,0.730197514080584,0.488997156915709
AHCYL1,SRC,GO:1990776,response to angiotensin,0.0492267947051776,0.135373685439238,0.0906567689214068
SPRED2,SIRT2,GO:0010801,negative regulation of peptidyl-threonine phosphorylation,0.115677385674952,0.248882903573983,0.166671386721776
ATXN2L,PRKAA1,GO:0034063,stress granule assembly,0.0295425265634473,0.0950260428903903,0.0636368433339024
PTN,SEMA3A,GO:0140059,dendrite arborization,0.002482218349236,0.0162612882078838,0.0108898257637243
CLN5,LRRK2,GO:0042147,retrograde transport endosome to Golgi,0.939712578847742,0.950132958010859,0.636283068895725
BCL2,BRCA2,GO:0048599,oocyte development,0.306454089052834,0.47017641363479,0.314866765611672
FAS,MMP9,GO:2001267,regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway,0.00331336061107796,0.020370833555525,0.0136418975695876
IL18,TYROBP,GO:0032816,positive regulation of natural killer cell activation,0.0703320634949952,0.174822026292787,0.117074452014612
BCL2,HDAC9,GO:0048742,regulation of skeletal muscle fiber development,0.00370596903479874,0.0222735916709208,0.0149161326782875
HTR2C,DPP4,GO:0042596,fear response,0.134553165732954,0.271779878438334,0.182004985364242
DPP4,PRKAA1,GO:0061744,motor behavior,0.0653596078801984,0.166246871467493,0.11133186011472
PLPP4,NECAB1,GO:0001835,blastocyst hatching,0.226174629106114,0.38068102004272,0.25493367603018
RPH3A,CACNA1G,GO:0017158,regulation of calcium ion-dependent exocytosis,0.11583017086279,0.248882903573983,0.166671386721776
TREM2,IL10,GO:0002862,negative regulation of inflammatory response to antigenic stimulus,0.0492267947051776,0.135373685439238,0.0906567689214068
PARK7,COX5A,GO:0019646,aerobic electron transport chain,0.710438287024646,0.78042386860328,0.522632637850979
NR1H3,LPL,GO:0019432,triglyceride biosynthetic process,0.11583017086279,0.248882903573983,0.166671386721776
RYR2,KCNQ1,GO:0071872,cellular response to epinephrine stimulus,0.000340654649501219,0.00343921200934792,0.00230316436604014
RORA,GLI2,GO:0021695,cerebellar cortex development,0.209161026137113,0.363646908939428,0.243526307832571
HFE,HLA-C,GO:0019885,antigen processing and presentation of endogenous peptide antigen via MHC class I,0.00331336061107796,0.020370833555525,0.0136418975695876
TREM2,PLCG2,GO:0060100,positive regulation of phagocytosis engulfment,0.00725087606427079,0.0356556841325609,0.0238778246056624
CAMK4,PSEN1,GO:0043011,myeloid dendritic cell differentiation,0.0345210266223321,0.106062564822355,0.0710277584533052
SORT1,APOC1,GO:0060192,negative regulation of lipase activity,0.0197115407857904,0.0738697207776114,0.0494689214162716
PTPA,CD33,GO:0032516,positive regulation of phosphoprotein phosphatase activity,0.160334821459893,0.30465166204561,0.204018493239499
IL1A,HMOX1,GO:0090594,inflammatory response to wounding,0.00331336061107796,0.020370833555525,0.0136418975695876
CD36,SERPINE1,GO:0050820,positive regulation of coagulation,0.0386210892145194,0.114083137278961,0.0763989587826508
PIK3CG,APOE,GO:0090209,negative regulation of triglyceride metabolic process,0.0363778686858402,0.108788497230048,0.0728532552149381
IL4I1,FANCD2,GO:0045589,regulation of regulatory T cell differentiation,0.075080617955479,0.183719060287371,0.123032599289068
NOTCH4,TNXB,GO:0001709,cell fate determination,0.534780929110878,0.674156960572186,0.451468035261421
MSX2,NGFR,GO:0051797,regulation of hair follicle development,0.0290335206619672,0.0942111380423549,0.0630911195452533
COPA,NR1H3,GO:0030157,pancreatic juice secretion,0.197766891439243,0.349007360648242,0.233722525493029
GALNT13,ST3GAL1,GO:0016266,O-glycan processing,0.289786890027867,0.452844819402147,0.303260179528932
EPG5,SORL1,GO:0032456,endocytic recycling,0.643468529864037,0.737347152779365,0.493785112132293
FGF1,VEGFA,GO:0035767,endothelial cell chemotaxis,0.130522799952544,0.265824673063972,0.17801691577929
ACHE,CHRM3,GO:0007271,synaptic transmission cholinergic,0.0386210892145194,0.114083137278961,0.0763989587826508
PPP1R13L,FGF10,GO:0031076,embryonic camera-type eye development,0.419387117124266,0.590991023557522,0.395773643034397
CLEC16A,WAC,GO:1904263,positive regulation of TORC1 signaling,0.176233302734872,0.324405729917203,0.217247356444946
DCN,JCAD,GO:1900746,regulation of vascular endothelial growth factor signaling pathway,0.0255613833357577,0.0875711308237231,0.0586444532814014
ALCAM,VEGFA,GO:0031290,retinal ganglion cell axon guidance,0.0108291573008633,0.0479567768000515,0.0321155948327132
TNF,CD33,GO:0043666,regulation of phosphoprotein phosphatase activity,0.319126681339641,0.481097139651885,0.322180134762947
LRP8,CDK5,GO:0021819,layer formation in cerebral cortex,0.00964826347178884,0.0442349622314674,0.0296231777708766
APOE,SHISA6,GO:0072578,neurotransmitter-gated ion channel clustering,0.0158531454505639,0.0623966258855306,0.0417856430223212
PVR,P2RX7,GO:0001914,regulation of T cell mediated cytotoxicity,0.11583017086279,0.248882903573983,0.166671386721776
TMED10,SORL1,GO:1902959,regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process,0.000196052512469743,0.002214416884141,0.00148294610662231
CTHRC1,SEC24B,GO:0060122,inner ear receptor cell stereocilium organization,0.154140134595542,0.296275393440564,0.198409091051124
CHRM1,ERC2,GO:0007274,neuromuscular synaptic transmission,0.0703320634949952,0.174822026292787,0.117074452014612
RDX,SORL1,GO:1903651,positive regulation of cytoplasmic transport,0.00725087606427079,0.0356556841325609,0.0238778246056624
DCN,ABCA7,GO:0018149,peptide cross-linking,0.075080617955479,0.183719060287371,0.123032599289068
FUS,ZCWPW1,GO:0045911,positive regulation of DNA recombination,0.484222241910769,0.644172910267575,0.431388378635591
PVR,LAMP1,GO:0045954,positive regulation of natural killer cell mediated cytotoxicity,0.243390609140602,0.399099093988084,0.267267853593748
MAP3K12,ERBB3,GO:2000672,negative regulation of motor neuron apoptotic process,0.00370596903479874,0.0222735916709208,0.0149161326782875
FNIP1,SPI1,GO:0002320,lymphoid progenitor cell differentiation,0.0620662637882844,0.16120823405098,0.107957595858963
TGFB2,TCF7L2,GO:0010718,positive regulation of epithelial to mesenchymal transition,0.281352333763765,0.442125095914488,0.296081417334722
SQSTM1,PRKAA1,GO:0097009,energy homeostasis,0.134553165732954,0.271779878438334,0.182004985364242
PRRT1,ARC,GO:2000311,regulation of AMPA receptor activity,0.0186708153280529,0.0713898360403373,0.0478081973483013
GAPDH,MBL2,GO:0051873,killing by host of symbiont cells,0.0338933800191776,0.105509698306796,0.070657515951723
PLPPR4,CD36,GO:0140354,lipid import into cell,0.115677385674952,0.248882903573983,0.166671386721776
CDK13,ELL,GO:0034243,regulation of transcription elongation by RNA polymerase II,0.803013971072399,0.84576979030154,0.566393359176797
TP53,PLK2,GO:0006977,DNA damage response signal transduction by p53 class mediator resulting in cell cycle arrest,0.101996775409744,0.226762061770683,0.151857547258058
NOTCH1,RPH3A,GO:0017158,regulation of calcium ion-dependent exocytosis,0.11583017086279,0.248882903573983,0.166671386721776
LEPR,RARB,GO:0098868,bone growth,0.0437310247062749,0.124740262055248,0.0835358000016485
MMS22L,BRCA2,GO:0031297,replication fork processing,0.363006464962966,0.531790972104941,0.356128675349146
KLF16,LRRK2,GO:0007212,dopamine receptor signaling pathway,0.246864721128654,0.399099093988084,0.267267853593748
AGT,CRHR1,GO:0035930,corticosteroid hormone secretion,0.00560063863233742,0.0300194230693286,0.020103344985548
A2M,PARK7,GO:0002438,acute inflammatory response to antigenic stimulus,0.497675092858021,0.657176337623939,0.440096486900556
NOTCH1,MEGF10,GO:1902742,apoptotic process involved in development,0.11583017086279,0.248882903573983,0.166671386721776
FYN,TLR4,GO:0036120,cellular response to platelet-derived growth factor stimulus,0.0157383588187803,0.0623966258855306,0.0417856430223212
TREM2,PSEN1,GO:0060075,regulation of resting membrane potential,0.128990064060952,0.265639335558287,0.177892799342843
APOC2,ABCG8,GO:0032372,negative regulation of sterol transport,0.0386210892145194,0.114083137278961,0.0763989587826508
VPS13C,HTRA2,GO:0098780,response to mitochondrial depolarisation,0.0405683586718216,0.118235809554652,0.0791799117402518
FTO,FLT4,GO:0003016,respiratory system process,0.232874995513615,0.389733458287901,0.260995894100892
VEGFA,STK3,GO:0035162,embryonic hemopoiesis,0.192542879727241,0.345580766779852,0.231427811217458
USP50,TNF,GO:0032621,interleukin-18 production,0.00725087606427079,0.0356556841325609,0.0238778246056624
UBQLN1,CRHR1,GO:1901020,negative regulation of calcium ion transmembrane transporter activity,0.304326676558458,0.467633590041353,0.313163892781032
IL1RAP,SNCA,GO:0099174,regulation of presynapse organization,0.061381639276811,0.160419390592233,0.107429324807446
CAT,SCARA3,GO:0009650,UV protection,0.00725087606427079,0.0356556841325609,0.0238778246056624
ABCA8,ABCA2,GO:0006684,sphingomyelin metabolic process,0.0290335206619672,0.0942111380423549,0.0630911195452533
ESR1,HTR2A,GO:0010863,positive regulation of phospholipase C activity,0.246864721128654,0.399099093988084,0.267267853593748
SIRT2,KCNQ1,GO:0071872,cellular response to epinephrine stimulus,0.000340654649501219,0.00343921200934792,0.00230316436604014
AGT,DAG1,GO:1901201,regulation of extracellular matrix assembly,0.0158531454505639,0.0623966258855306,0.0417856430223212
JAM2,KCNH1,GO:0007520,myoblast fusion,0.209161026137113,0.363646908939428,0.243526307832571
ARMH3,MAPK1,GO:1903358,regulation of Golgi organization,0.0890140265647768,0.205975942160881,0.137937541784879
RAC1,BST1,GO:0090022,regulation of neutrophil chemotaxis,0.166507933971373,0.314657300863851,0.210719048693192
LILRB2,FANCD2,GO:0045589,regulation of regulatory T cell differentiation,0.075080617955479,0.183719060287371,0.123032599289068
SEMA3F,ECE1,GO:1902285,semaphorin-plexin signaling pathway involved in neuron projection guidance,0.00246636519602111,0.0162612882078838,0.0108898257637243
SPI1,ULK4,GO:1900744,regulation of p38MAPK cascade,0.15452346949339,0.296275393440564,0.198409091051124
