GO_term,description,source,sink,avg_pvalue,avg_pvalue_adj,avg_qvalue
Rdx,Wdr81,GO:0045022,early endosome to late endosome transport,0.00985312578901366,0.0232434356998649,0.0105920488762872
Bcl2,Slc6a3,GO:0040018,positive regulation of multicellular organism growth,0.0366500008818577,0.0679388520492652,0.0309597793887607
Akap6,F2,GO:0051281,positive regulation of release of sequestered calcium ion into cytosol,0.120609510899321,0.178675228399118,0.0814224186399532
Il18,Lsr,GO:0033561,regulation of water loss via skin,0.0334598967041381,0.0631129788131947,0.0287606257934287
Cradd,Ccl12,GO:2000134,negative regulation of G1/S transition of mitotic cell cycle,0.0981271487223247,0.150858203211691,0.0687461820378124
Tnrc6c,Nanog,GO:0007492,endoderm development,0.124564537191823,0.18190981346548,0.0828964211738221
Tent5a,Vdr,GO:0030501,positive regulation of bone mineralization,0.0151684930147672,0.0330964020026911,0.0150820520756229
Agt,Traf2,GO:0007250,activation of NF-kappaB-inducing kinase activity,0.00567609394845564,0.0148346822189987,0.0067601744060899
Ngfr,Plk2,GO:0061000,negative regulation of dendritic spine development,0.00567609394845564,0.0148346822189987,0.0067601744060899
Slco1a1,Slco1a4,GO:0043252,sodium-independent organic anion transport,0.00088126984327038,0.0031117404200432,0.00141802214805996
Il18,Uts2r,GO:0030431,sleep,0.00685208357423265,0.0175330141905868,0.00798980605334569
Gsk3b,Src,GO:2000573,positive regulation of DNA biosynthetic process,0.14192773242653,0.201240814634633,0.0917055710712454
Il18,Rhoa,GO:0046638,positive regulation of alpha-beta T cell differentiation,0.0264249752407378,0.0519216929795849,0.0236607495071195
Ppp3r1,Gsto1,GO:1901020,negative regulation of calcium ion transmembrane transporter activity,0.25882621645041,0.332919601430412,0.151711680482996
Vegfa,Il16,GO:0050930,induction of positive chemotaxis,0.00349285384365679,0.00985607272715034,0.00449141879893533
Ubqln1,App,GO:1905898,positive regulation of response to endoplasmic reticulum stress,0.00247293409581153,0.00741137234022634,0.00337736723097682
Rsph6a,Klc3,GO:0044458,motile cilium assembly,0.612155349416058,0.642943178418961,0.292989627627583
Lsamp,Lrrk2,GO:0035641,locomotory exploration behavior,0.000120993913243698,0.000586355118027151,0.000267202411433557
Cycs,Park7,GO:1903427,negative regulation of reactive oxygen species biosynthetic process,0.000296925336629957,0.00126304061103788,0.000575568433926772
Akt1,Il18,GO:0070673,response to interleukin-18,0.0176181453993575,0.037312314301187,0.0170032460720882
Agt,Dag1,GO:1903055,positive regulation of extracellular matrix organization,0.0014510838656689,0.00469699131207592,0.00214042201813107
Bche,Eif2ak2,GO:0033273,response to vitamin,0.00457554961729879,0.0123409934472885,0.00562379879908976
Cycs,Vcp,GO:0043457,regulation of cellular respiration,0.0590256656451282,0.102100754013322,0.0465273804948364
Mecom,Gstp2,GO:0032873,negative regulation of stress-activated MAPK cascade,0.0596201192462856,0.102920800025676,0.0469010759999168
Nit2,Mthfd1,GO:0009066,aspartate family amino acid metabolic process,0.0224602514614466,0.0456605315885727,0.0208075341592564
Slc6a4,Snca,GO:0006837,serotonin transport,0.007010775582931,0.0178085183705126,0.00811535348863354
Cyp2d22,Slc6a3,GO:0042416,dopamine biosynthetic process,4.00300709387566e-05,0.000230809224054391,0.000105179914615473
Nrxn1,Ret,GO:0007158,neuron cell-cell adhesion,0.00816074974271046,0.0198908594279102,0.00906427767272836
Rab20,Spg11,GO:0001845,phagolysosome assembly,0.00567609394845564,0.0148346822189987,0.0067601744060899
Pkdcc,Cdh1,GO:1903077,negative regulation of protein localization to plasma membrane,0.0260515846611557,0.0516818045054168,0.0235514321722789
Mtmr2,Jam2,GO:0031645,negative regulation of nervous system process,0.00422774649319413,0.0116335920743756,0.00530143553000168
Smarcc1,Cenpe,GO:0030071,regulation of mitotic metaphase/anaphase transition,0.193120826292553,0.260204445151042,0.118575336127397
Snx30,Micall2,GO:0032456,endocytic recycling,0.278499700072071,0.35562635052941,0.16205916092366
Ovol2,Lrp1,GO:0060390,regulation of SMAD protein signal transduction,0.0509800141280981,0.089608042454234,0.0408344436528023
Ngf,Rapgef2,GO:0038180,nerve growth factor signaling pathway,0.00097278616313472,0.00336154771719223,0.00153185949703119
Aicda,Tnfsfm13,GO:0002204,somatic recombination of immunoglobulin genes involved in immune response,0.118579910341308,0.176279374911259,0.0803306266359007
Abca2,Abca1,GO:0032367,intracellular cholesterol transport,0.00597225186898746,0.0154735616605584,0.00705131218616838
Sel1l,Sorl1,GO:0032527,protein exit from endoplasmic reticulum,0.00985312578901366,0.0232434356998649,0.0105920488762872
Arih2,Brca2,GO:0071425,hematopoietic stem cell proliferation,0.00776644911718949,0.0193595160209826,0.00882214413408359
Aph1a,Psen1,GO:0031293,membrane protein intracellular domain proteolysis,0.00097278616313472,0.00336154771719223,0.00153185949703119
Dlg2,Ank3,GO:0045161,neuronal ion channel clustering,0.0216994310122023,0.0443851997976865,0.0202263646266202
Snca,Camsap1,GO:0031111,negative regulation of microtubule polymerization or depolymerization,0.36850944305146,0.445948220456169,0.203218896223354
St6gal1,Oga,GO:0006040,amino sugar metabolic process,0.0473089285413423,0.0841688279785773,0.0383557900527624
Kansl1,Auts2,GO:0043984,histone H4-K16 acetylation,0.0631667297298499,0.107830255970665,0.0491383182904618
Reep3,Ank3,GO:0044091,membrane biogenesis,0.131476142118604,0.190713696214214,0.0869083563102542
Apoe,Abca7,GO:0033700,phospholipid efflux,0.000345020000917644,0.00143398937881396,0.000653469899398842
Lamb2,Dag1,GO:0110011,regulation of basement membrane organization,0.0108562360850513,0.0249840963255669,0.0113852690638076
Abcd2,Npc1,GO:0032365,intracellular lipid transport,0.00876544909514296,0.0209593339330526,0.00955118220472924
Il4i1,Pnp,GO:0045577,regulation of B cell differentiation,0.0224602514614466,0.0456605315885727,0.0208075341592564
Nrip1,Adamts1,GO:0030728,ovulation,0.000386787962902,0.00157692503948806,0.000718605773611847
Vcp,Pnp,GO:0009166,nucleotide catabolic process,0.166266102051467,0.22986893526866,0.104751424399788
Ubqln1,Vcp,GO:0097352,autophagosome maturation,0.187354091708389,0.253501317254654,0.115520716353482
Hip1r,Lrp1,GO:0010640,regulation of platelet-derived growth factor receptor signaling pathway,0.000629125037101383,0.00237709175950238,0.00108324227214891
Cd34,Il10,GO:0045019,negative regulation of nitric oxide biosynthetic process,0.055915474224261,0.0970574574339333,0.0442291469395104
Camk4,Cdk5,GO:0046825,regulation of protein export from nucleus,0.00526079729018184,0.0139194835463034,0.00634311777135332
Map2k5,Tnf,GO:0034114,regulation of heterotypic cell-cell adhesion,0.000629125037101383,0.00237709175950238,0.00108324227214891
Ager,Tgfb2,GO:0010718,positive regulation of epithelial to mesenchymal transition,0.0202699661758856,0.042152796234425,0.0192090568602902
Ache,Trp53,GO:0046677,response to antibiotic,0.490592452522722,0.542854212598267,0.247379020330143
Dnmt3a,Spi1,GO:0044030,regulation of DNA methylation,0.0124253363396125,0.0280837001482556,0.0127977605565018
Abcd2,Rhoa,GO:1903427,negative regulation of reactive oxygen species biosynthetic process,0.000296925336629957,0.00126304061103788,0.000575568433926772
Snca,Psen1,GO:0001921,positive regulation of receptor recycling,0.000483651787271684,0.00190563261805203,0.000868398032515112
Ovol2,Stk3,GO:0003157,endocardium development,0.0176181453993575,0.037312314301187,0.0170032460720882
Cyp2j9,Cyp2j13,GO:0019373,epoxygenase P450 pathway,0.0201360008977621,0.0419033259294529,0.0190953730788748
Igf1,Serpinb1c,GO:0044342,type B pancreatic cell proliferation,0.0224602514614466,0.0456605315885727,0.0208075341592564
Lmod3,Add2,GO:0030837,negative regulation of actin filament polymerization,0.181105582754443,0.246849672690809,0.112489557567935
Cntnap2,Rora,GO:0021680,cerebellar Purkinje cell layer development,0.00776644911718949,0.0193595160209826,0.00882214413408359
Mapk1,Pde8a,GO:0070849,response to epidermal growth factor,0.0304483787030412,0.0589561781099002,0.0268663689896234
Bcl2,Itpkb,GO:0033033,negative regulation of myeloid cell apoptotic process,0.000496562059061707,0.00194370433190603,0.000885747337460935
Il18,Grn,GO:0042119,neutrophil activation,0.00776644911718949,0.0193595160209826,0.00882214413408359
Clec16a,Add2,GO:0043242,negative regulation of protein-containing complex disassembly,0.221009183827567,0.290775987075838,0.13250680781137
Agt,Prnp,GO:1903959,regulation of anion transmembrane transport,0.00340490572476616,0.00972122028173257,0.00442996645121032
Xrcc3,Mad1l1,GO:1901978,positive regulation of cell cycle checkpoint,0.0312714954832356,0.059681090710193,0.0271967121365009
Rph3a,Reln,GO:2000310,regulation of NMDA receptor activity,0.00119504278484715,0.00402494713973563,0.00183417104850812
Cd36,F2,GO:0050820,positive regulation of coagulation,0.00119504278484715,0.00402494713973563,0.00183417104850812
Eif2ak2,Gsk3b,GO:0033688,regulation of osteoblast proliferation,0.0108702734890186,0.0249840963255669,0.0113852690638076
Pmaip1,Plaur,GO:0090200,positive regulation of release of cytochrome c from mitochondria,0.00174685629875519,0.00549103726263119,0.00250226927801564
Abcc2,Slco1a4,GO:0015721,bile acid and bile salt transport,0.00208616854540982,0.00640293268937322,0.0029178206214072
Comt,Dio2,GO:0019336,phenol-containing compound catabolic process,0.00816074974271046,0.0198908594279102,0.00906427767272836
Lpl,Apoc1,GO:0034368,protein-lipid complex remodeling,0.000975045419723595,0.00336154771719223,0.00153185949703119
Abca2,Npc1,GO:0032367,intracellular cholesterol transport,0.00597225186898746,0.0154735616605584,0.00705131218616838
Plcd1,Mapk1,GO:0060716,labyrinthine layer blood vessel development,0.0295436425380546,0.0574086690228106,0.0261611680847913
Grem2,Dag1,GO:0010172,embryonic body morphogenesis,0.00349285384365679,0.00985607272715034,0.00449141879893533
Vcp,Spi1,GO:0071168,protein localization to chromatin,0.0435732048375838,0.0781497245888339,0.035612880694661
Pcsk6,Adam10,GO:0016486,peptide hormone processing,0.0124079411907271,0.0280837001482556,0.0127977605565018
Exoc4,Snx9,GO:0000281,mitotic cytokinesis,0.119021007408115,0.176715636154196,0.0805294311701223
Styx,Fbxl7,GO:0031146,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,0.0735826925319416,0.121220042610424,0.0552400528344737
Dab1,Ywhaz,GO:0051645,Golgi localization,0.140068250018392,0.198792619483062,0.0905899269367479
Psmc6,Atf7ip,GO:0045898,regulation of RNA polymerase II transcription preinitiation complex assembly,0.00097278616313472,0.00336154771719223,0.00153185949703119
Tead1,Cmya5,GO:0014733,regulation of skeletal muscle adaptation,0.140068250018392,0.198792619483062,0.0905899269367479
Nrxn1,Cacna1a,GO:0007274,neuromuscular synaptic transmission,0.0014510838656689,0.00469699131207592,0.00214042201813107
Limk2,Wdpcp,GO:1902017,regulation of cilium assembly,0.0981271487223247,0.150858203211691,0.0687461820378124
Clu,Ap4m1,GO:0061462,protein localization to lysosome,0.0167570448043151,0.0361799831002257,0.0164872420019672
Sall1,Gli2,GO:0045879,negative regulation of smoothened signaling pathway,0.091937950372692,0.144840387728497,0.0660038595795694
Ccl12,Trp53,GO:2000134,negative regulation of G1/S transition of mitotic cell cycle,0.0981271487223247,0.150858203211691,0.0687461820378124
Bcl2,Mme,GO:0010224,response to UV-B,0.0367562243835457,0.0679388520492652,0.0309597793887607
Kcnq1,Rapgef2,GO:0071875,adrenergic receptor signaling pathway,0.166250940974927,0.22986893526866,0.104751424399788
Vps13c,Atg13,GO:0098780,response to mitochondrial depolarisation,0.0171224300890434,0.0368757625343377,0.0168043091459296
Bcas3,Ptk2b,GO:2000249,regulation of actin cytoskeleton reorganization,0.00876544909514296,0.0209593339330526,0.00955118220472924
Cd34,Fgf1,GO:0110110,positive regulation of animal organ morphogenesis,0.0366500008818577,0.0679388520492652,0.0309597793887607
Rac1,Ulk4,GO:0097154,GABAergic neuron differentiation,0.055915474224261,0.0970574574339333,0.0442291469395104
Ppp3r1,Usp8,GO:0099170,postsynaptic modulation of chemical synaptic transmission,0.00288063467220185,0.00839775865227866,0.00382686411960674
Cntnap2,Auts2,GO:0071625,vocalization behavior,0.00233849408322363,0.00705082472951809,0.00321306544856551
Ogg1,Xrcc1,GO:0006284,base-excision repair,0.0987701250026533,0.151535298164799,0.06905473465154
Parp1,Mapk1,GO:0032204,regulation of telomere maintenance,0.235429629195906,0.308455191153507,0.140563232692035
Cyp2d9,Fto,GO:0070989,oxidative demethylation,0.00597225186898746,0.0154735616605584,0.00705131218616838
Mmp3,Ppid,GO:0070141,response to UV-A,2.5990939466577e-05,0.000159217781686247,7.25556474254173e-05
Cdh1,Serpine1,GO:0010955,negative regulation of protein processing,0.0416070786412446,0.0755975609192012,0.0344498580383679
Hcrtr2,Uts2r,GO:0042745,circadian sleep/wake cycle,0.0249514639239665,0.0500618543697417,0.0228132198341469
Il33,Phb,GO:0002639,positive regulation of immunoglobulin production,0.0421742659095942,0.0763730654974044,0.0348032559827243
Pirb,Bcl2,GO:0001782,B cell homeostasis,0.128313141505494,0.186351407888955,0.0849204586624954
Notch1,Mecom,GO:0035116,embryonic hindlimb morphogenesis,0.0179748271088089,0.0378533920641173,0.0172498155631408
Ryr2,Hspa5,GO:0070972,protein localization to endoplasmic reticulum,0.423855150047682,0.488592656593871,0.222651993709664
Sod2,Parp1,GO:0071450,cellular response to oxygen radical,0.00148159410857285,0.00475715704925348,0.00216783958398026
Cd36,Vegfa,GO:0007263,nitric oxide mediated signal transduction,0.00422774649319413,0.0116335920743756,0.00530143553000168
Park7,Pde8a,GO:0036474,cell death in response to hydrogen peroxide,0.00601824920881534,0.015538922137515,0.0070810969983382
Mmp12,Tbk1,GO:0032647,regulation of interferon-alpha production,0.0108702734890186,0.0249840963255669,0.0113852690638076
Il6,Tgfb2,GO:1903055,positive regulation of extracellular matrix organization,0.0014510838656689,0.00469699131207592,0.00214042201813107
Ush2a,Bsg,GO:0001895,retina homeostasis,0.243515327061761,0.316765753632828,0.144350361458498
Cdk5,Igf1,GO:0034350,regulation of glial cell apoptotic process,0.000345020000917644,0.00143398937881396,0.000653469899398842
Cd55,Tnf,GO:0002923,regulation of humoral immune response mediated by circulating immunoglobulin,0.000224291459940297,0.00099215401902637,0.000452125236476687
Tarbp2,Stau1,GO:0045070,positive regulation of viral genome replication,0.0108702734890186,0.0249840963255669,0.0113852690638076
Peli3,Adam17,GO:0010803,regulation of tumor necrosis factor-mediated signaling pathway,0.0304483787030412,0.0589561781099002,0.0268663689896234
Lipg,Apoc1,GO:0034368,protein-lipid complex remodeling,0.000975045419723595,0.00336154771719223,0.00153185949703119
Tgfb2,Vdr,GO:0060561,apoptotic process involved in morphogenesis,0.0108702734890186,0.0249840963255669,0.0113852690638076
Sgk1,Npas4,GO:0071385,cellular response to glucocorticoid stimulus,0.0184564572026534,0.0387721643937806,0.017668500715699
Ahcyl1,Abcg2,GO:0070633,transepithelial transport,0.0124253363396125,0.0280837001482556,0.0127977605565018
Nedd9,Lims2,GO:1900026,positive regulation of substrate adhesion-dependent cell spreading,0.0110334455701005,0.0252911419904448,0.0115251899744524
Adh1,Aldh2,GO:0048149,behavioral response to ethanol,0.00097278616313472,0.00336154771719223,0.00153185949703119
Smc2,Mad1l1,GO:0051984,positive regulation of chromosome segregation,0.00816904469069394,0.0198908594279102,0.00906427767272836
Ercc1,Trp53,GO:0090399,replicative senescence,0.00140833844608936,0.00459090718945797,0.00209207941395341
Bdnf,Il6,GO:0048634,regulation of muscle organ development,0.00119504278484715,0.00402494713973563,0.00183417104850812
Tspo,P2rx7,GO:1904181,positive regulation of membrane depolarization,9.61809023555503e-06,6.71695099880943e-05,3.06091897074533e-05
Ptk2b,Trp53,GO:0009651,response to salt stress,0.091937950372692,0.144840387728497,0.0660038595795694
Parp1,Ercc1,GO:0032205,negative regulation of telomere maintenance,0.0614090403544442,0.105673693651912,0.0481555714289413
Arntl,Gsk3b,GO:0032007,negative regulation of TOR signaling,0.0136874152075154,0.0306469061043695,0.0139658151899787
Traf2,Sharpin,GO:0010803,regulation of tumor necrosis factor-mediated signaling pathway,0.0304483787030412,0.0589561781099002,0.0268663689896234
Aldh1a2,Mecom,GO:0035136,forelimb morphogenesis,0.0151684930147672,0.0330964020026911,0.0150820520756229
